job_id	entity_id	conformation	seed	job_hash_equal	own_pair_label	rli_pair_label	pair_label_equal	own_native_class	rli_native_class	own_cross_class	rli_cross_class	own_selected_models	rli_selected_models	own_haddock_score	rli_haddock_score	haddock_delta_own_minus_rli	own_consensus_fraction	rli_consensus_fraction
CANDIDATE_V29_GEN__C0533__664A556D7DA6B8C1_8x6b_s917_0b2a37479af7	V29_GEN__C0533__664A556D7DA6B8C1	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-73.363	-73.06078	-0.3022200000000055	0.7	0.7
CANDIDATE_V29_GEN__C0533__CDB61CBC515BB0C6_9e6y_s917_14ce3a53c5fc	V29_GEN__C0533__CDB61CBC515BB0C6	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	8	8	-75.1213	-79.6822	4.5608999999999895	0.875	1.0
CANDIDATE_V29_GEN__C0533__D0384D9B976DEAB9_8x6b_s917_1459df4526ee	V29_GEN__C0533__D0384D9B976DEAB9	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-69.001	-65.2181	-3.782899999999998	0.9	0.9
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B06__M00_9e6y_s917_11726e7037ca	V29_RF__RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B06__M00	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-61.80499999999999	-65.5209	3.715900000000005	0.7	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H1H3__B05__M01_8x6b_s917_1d62f20f4861	V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H1H3__B05__M01	8x6b	917	true	OTHER	OTHER	true	E	E	E	E	10	7	-74.733	-72.3401	-2.3928999999999974	0.6	0.857143
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B07__M01_8x6b_s917_0cd3a3df5056	V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B07__M01	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	9	-62.83113	-58.35061	-4.4805199999999985	0.6	0.888889
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H1H3__B03__M00_9e6y_s917_1c72a80e8ef9	V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H1H3__B03__M00	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-47.31494000000001	-43.769660000000016	-3.545279999999991	0.7	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H3__B04__M01_9e6y_s917_1fb79156e1f7	V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H3__B04__M01	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-76.6181	-64.49090000000001	-12.127199999999988	1.0	0.9
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H3__B07__M00_8x6b_s917_11bcd118e3f0	V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H3__B07__M00	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	9	-69.43259999999998	-65.0306	-4.401999999999973	0.9	0.666667
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H3__B07__M00_9e6y_s917_0b93d09bc0c2	V29_RF__RFV1__PLDNANO_VHH_00010__C_CROSS__H3__B07__M00	9e6y	917	true	OTHER	SUPPORTED_AB	false	E	B	E	B	9	10	-62.6506	-77.62701	14.976410000000001	0.555556	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B01__M01_8x6b_s917_10f5dd8d084e	V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B01__M01	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-75.12849999999999	-70.95177	-4.176729999999992	1.0	0.8
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B04__M02_9e6y_s917_19530cdca819	V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B04__M02	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-75.8082	-65.5087	-10.299499999999995	0.8	0.8
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B11__M00_9e6y_s917_1bf7e4b70b2b	V29_RF__RFV1__PLDNANO_VHH_00107__A_CENTER__H1H3__B11__M00	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	9	-54.36499999999999	-48.54790000000001	-5.817099999999975	0.8	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B02__M01_8x6b_s917_1d785a91e2d5	V29_RF__RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B02__M01	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	A	A	B	A	10	10	-77.78952	-76.02425000000001	-1.7652699999999868	0.8	0.7
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B03__M00_9e6y_s917_22339bd7a988	V29_RF__RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B03__M00	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	6	8	-86.36805799999999	-65.63817	-20.72988799999999	0.666667	0.75
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M00_8x6b_s917_25b2ff4150d6	V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M00	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	8	-93.1086	-60.122809999999994	-32.98579	0.9	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M00_9e6y_s917_14de29c9206c	V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M00	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-56.174780000000005	-69.73801999999999	13.563239999999986	0.7	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M00_9e6y_s917_22f6bc180c1d	V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M00	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-42.80983999999999	-42.5039	-0.30593999999998545	1.0	0.9
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M02_9e6y_s917_1faa6fc9c937	V29_RF__RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M02	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	A	A	10	10	-47.407899999999984	-66.23715299999998	18.829252999999994	0.8	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B08__M02_8x6b_s917_24640e6c152f	V29_RF__RFV1__PLDNANO_VHH_00171__A_CENTER__H3__B08__M02	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	7	6	-69.51095000000001	-59.91672	-9.59423000000001	0.714286	0.666667
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B03__M02_9e6y_s917_1c3d0a709b09	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B03__M02	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-83.47677999999999	-86.60389000000002	3.1271100000000303	0.5	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B08__M02_8x6b_s917_0bfb58430ecc	V29_RF__RFV1__PLDNANO_VHH_00171__B_LOWER__H3__B08__M02	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	6	-66.36054	-84.36098	18.000439999999998	0.6	0.666667
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00171__C_CROSS__H3__B01__M00_9e6y_s917_24915e153f1b	V29_RF__RFV1__PLDNANO_VHH_00171__C_CROSS__H3__B01__M00	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	6	8	-80.66146000000002	-97.07677000000001	16.41530999999999	0.666667	0.75
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B04__M01_8x6b_s917_18b460c03c5a	V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B04__M01	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	A	A	B	8	8	-48.89117	-48.71399000000001	-0.1771799999999928	1.0	0.875
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B04__M01_9e6y_s917_0dc87c14d083	V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B04__M01	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-50.274399999999986	-58.47318	8.198780000000014	0.9	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H1H3__B02__M01_9e6y_s917_10587fe93940	V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H1H3__B02__M01	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	8	10	-65.70960000000001	-80.72200000000001	15.0124	0.75	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H3__B08__M00_8x6b_s917_0c1e6cb0b507	V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H3__B08__M00	8x6b	917	true	OTHER	SUPPORTED_AB	false	E	B	E	B	9	10	-70.29791999999999	-63.24584	-7.0520799999999895	0.555556	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H1H3__B05__M01_8x6b_s917_106c07aca920	V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H1H3__B05__M01	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-99.9347	-78.44200000000001	-21.4927	0.6	0.7
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H3__B04__M02_9e6y_s917_11b0d2a44198	V29_RF__RFV1__PLDNANO_VHH_00312__C_CROSS__H3__B04__M02	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-86.55671999999998	-87.14708	0.5903600000000182	0.6	0.9
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__B_LOWER__H1H3__B07__M00_8x6b_s917_0e261f25cb43	V29_RF__RFV1__PLDNANO_VHH_00322__B_LOWER__H1H3__B07__M00	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	9	-60.847070000000016	-61.55487999999999	0.7078099999999736	0.6	0.555556
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H3__B06__M02_8x6b_s917_0c4c2e62e28e	V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H3__B06__M02	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	9	9	-96.9423	-68.0912	-28.851100000000002	0.888889	0.888889
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H3__B10__M00_9e6y_s917_15f54e9f621e	V29_RF__RFV1__PLDNANO_VHH_00322__C_CROSS__H3__B10__M00	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	9	-34.419920000000005	-53.46620300000001	19.046283000000003	0.7	0.666667
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__A_CENTER__H1H3__B06__M02_8x6b_s917_108ef5841e1b	V29_RF__RFV1__PLDNANO_VHH_00371__A_CENTER__H1H3__B06__M02	8x6b	917	true	SUPPORTED_AB	OTHER	false	B	E	B	E	10	10	-60.86012000000001	-61.21951000000001	0.35938999999999766	0.5	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__A_CENTER__H1H3__B08__M02_9e6y_s917_124a56662bf9	V29_RF__RFV1__PLDNANO_VHH_00371__A_CENTER__H1H3__B08__M02	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-64.13895000000001	-52.529619999999994	-11.609330000000014	0.9	0.8
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__B_LOWER__H1H3__B02__M02_9e6y_s917_140f7dd744ba	V29_RF__RFV1__PLDNANO_VHH_00371__B_LOWER__H1H3__B02__M02	9e6y	917	true	OTHER	OTHER	true	E	E	B	B	10	10	-56.35221500000001	-77.89047	21.538254999999985	0.8	0.7
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__B_LOWER__H1H3__B06__M00_9e6y_s917_1db8cbd7800e	V29_RF__RFV1__PLDNANO_VHH_00371__B_LOWER__H1H3__B06__M00	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-50.909099999999995	-72.30494	21.395840000000007	0.7	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00371__C_CROSS__H1H3__B02__M01_9e6y_s917_0b76ad9786c4	V29_RF__RFV1__PLDNANO_VHH_00371__C_CROSS__H1H3__B02__M01	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-55.94364999999999	-82.87443999999999	26.930790000000002	0.8	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00376__A_CENTER__H3__B01__M02_9e6y_s917_114fdc80ee1c	V29_RF__RFV1__PLDNANO_VHH_00376__A_CENTER__H3__B01__M02	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-66.3725	-60.05356	-6.318940000000005	0.777778	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00376__C_CROSS__H3__B11__M00_8x6b_s917_1a6dd2b53819	V29_RF__RFV1__PLDNANO_VHH_00376__C_CROSS__H3__B11__M00	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-71.24776	-45.72155999999999	-25.52620000000001	0.8	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__A_CENTER__H3__B01__M02_9e6y_s917_1c8377ba7d14	V29_RF__RFV1__PLDNANO_VHH_00384__A_CENTER__H3__B01__M02	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-60.45	-58.265000000000015	-2.184999999999988	0.6	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__A_CENTER__H3__B08__M01_8x6b_s917_18ba43ce6eb5	V29_RF__RFV1__PLDNANO_VHH_00384__A_CENTER__H3__B08__M01	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	7	9	-61.76640999999999	-74.15933999999999	12.392929999999993	1.0	0.555556
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__C_CROSS__H3__B02__M02_9e6y_s917_16e181b21203	V29_RF__RFV1__PLDNANO_VHH_00384__C_CROSS__H3__B02__M02	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	A	B	B	6	8	-83.896	-71.77098000000001	-12.125019999999992	0.5	0.625
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__C_CROSS__H3__B03__M00_9e6y_s917_17824177f123	V29_RF__RFV1__PLDNANO_VHH_00384__C_CROSS__H3__B03__M00	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	8	9	-75.40926999999999	-65.72735	-9.681919999999991	0.75	0.555556
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00449__A_CENTER__H1H3__B10__M00_8x6b_s917_1ca4a2f100c4	V29_RF__RFV1__PLDNANO_VHH_00449__A_CENTER__H1H3__B10__M00	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-80.82673	-59.284620000000004	-21.542109999999994	0.6	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00449__A_CENTER__H1H3__B11__M02_8x6b_s917_20c08f340528	V29_RF__RFV1__PLDNANO_VHH_00449__A_CENTER__H1H3__B11__M02	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-76.70016000000001	-79.48612	2.7859599999999887	0.6	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H1H3__B02__M00_9e6y_s917_0e2c64b8b201	V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H1H3__B02__M00	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	6	9	-74.15048	-76.77856	2.628079999999997	0.666667	0.555556
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H3__B02__M01_8x6b_s917_0d0ea6df53af	V29_RF__RFV1__PLDNANO_VHH_00456__C_CROSS__H3__B02__M01	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-60.76910000000001	-67.20733000000001	6.438230000000004	0.7	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__B_LOWER__H1H3__B02__M00_9e6y_s917_0e17b509f36a	V29_RF__RFV1__PLDNANO_VHH_00464__B_LOWER__H1H3__B02__M00	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-62.03229	-68.30630000000001	6.274010000000004	0.7	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B07__M02_8x6b_s917_1655b4da4cb3	V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B07__M02	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	6	-63.63588999999999	-62.70373000000001	-0.9321599999999819	0.555556	0.833333
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B09__M01_9e6y_s917_15f4485922ee	V29_RF__RFV1__PLDNANO_VHH_00464__C_CROSS__H1H3__B09__M01	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-57.612100000000005	-66.04196000000002	8.429860000000012	0.8	0.7
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B08__M01_8x6b_s917_108ba1166af0	V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B08__M01	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	8	-82.96509999999999	-84.0364	1.071300000000008	1.0	0.875
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__B_LOWER__H3__B08__M01_9e6y_s917_12e43800d99e	V29_RF__RFV1__PLDNANO_VHH_00481__B_LOWER__H3__B08__M01	9e6y	917	true	STRICT_A	OTHER	false	A	E	A	E	10	10	-57.768299999999996	-50.99658000000001	-6.771719999999988	0.5	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00515__B_LOWER__H3__B03__M00_8x6b_s917_191f2f0c79cb	V29_RF__RFV1__PLDNANO_VHH_00515__B_LOWER__H3__B03__M00	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-54.0079	-54.63294000000001	0.6250400000000127	0.5	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__A_CENTER__H1H3__B11__M00_9e6y_s917_1791a57d2ae3	V29_RF__RFV1__PLDNANO_VHH_00565__A_CENTER__H1H3__B11__M00	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-43.64735	-41.94225000000001	-1.7050999999999945	0.9	0.8
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__B_LOWER__H3__B03__M00_9e6y_s917_102c3034ee34	V29_RF__RFV1__PLDNANO_VHH_00565__B_LOWER__H3__B03__M00	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	A	10	10	-75.83049999999999	-64.8368	-10.99369999999999	0.8	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__C_CROSS__H1H3__B00__M00_9e6y_s917_0fc03f234615	V29_RF__RFV1__PLDNANO_VHH_00565__C_CROSS__H1H3__B00__M00	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-58.34536	-49.85544999999999	-8.489910000000009	0.8	0.7
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__C_CROSS__H3__B01__M00_8x6b_s917_1924f6013ca1	V29_RF__RFV1__PLDNANO_VHH_00565__C_CROSS__H3__B01__M00	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	8	-88.07300000000001	-84.72679000000002	-3.346209999999985	0.777778	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00565__C_CROSS__H3__B09__M02_8x6b_s917_13e1d90941fc	V29_RF__RFV1__PLDNANO_VHH_00565__C_CROSS__H3__B09__M02	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-62.06300000000001	-72.3555	10.292499999999997	0.7	0.9
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00616__A_CENTER__H3__B01__M00_8x6b_s917_0f97cdabe622	V29_RF__RFV1__PLDNANO_VHH_00616__A_CENTER__H3__B01__M00	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-65.34503999999998	-56.927779999999984	-8.417259999999999	0.666667	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00616__A_CENTER__H3__B04__M01_9e6y_s917_176b309f86c4	V29_RF__RFV1__PLDNANO_VHH_00616__A_CENTER__H3__B04__M01	9e6y	917	true	OTHER	SUPPORTED_AB	false	E	B	E	B	10	7	-67.91807	-67.2739	-0.6441700000000026	0.4	0.714286
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00623__C_CROSS__H3__B03__M01_8x6b_s917_0f09984a8da6	V29_RF__RFV1__PLDNANO_VHH_00623__C_CROSS__H3__B03__M01	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	9	10	-59.03273	-60.742300000000014	1.7095700000000136	0.555556	1.0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00623__C_CROSS__H3__B07__M02_9e6y_s917_1cd0b2a87ca5	V29_RF__RFV1__PLDNANO_VHH_00623__C_CROSS__H3__B07__M02	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	A	B	B	10	8	-67.08269999999999	-50.85024	-16.23245999999999	0.5	0.625
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H3__B00__M01_9e6y_s917_187aa831cac8	V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H3__B00__M01	9e6y	917	true	SUPPORTED_AB	OTHER	false	B	E	B	B	10	10	-73.23841999999999	-51.821982000000006	-21.416437999999985	0.6	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H3__B02__M02_9e6y_s917_19acc0fe8ad1	V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H3__B02__M02	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	5	4	-58.54183999999999	-64.2111	5.669260000000008	1.0	0.75
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H3__B04__M00_9e6y_s917_158d05209f3c	V29_RF__RFV1__PLDNANO_VHH_00692__B_LOWER__H3__B04__M00	9e6y	917	true	STRICT_A	OTHER	false	A	E	A	E	10	9	-91.89540000000001	-47.63579	-44.25961000000001	0.5	0.444444
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__A_CENTER__H3__B03__M00_8x6b_s917_1f568928fa41	V29_RF__RFV1__PLDNANO_VHH_00756__A_CENTER__H3__B03__M00	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	9	-71.02932999999999	-67.65394	-3.3753899999999817	0.888889	0.888889
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B08__M01_9e6y_s917_1ea005c38a45	V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B08__M01	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-55.5265	-48.523300000000006	-7.0031999999999925	0.555556	0.7
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B01__M00_8x6b_s917_172a9a62614a	V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B01__M00	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	8	7	-83.03427	-89.41085	6.37657999999999	0.875	0.857143
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B08__M01_8x6b_s917_11cf9443cc61	V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B08__M01	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-46.59277	-64.10018	17.507409999999993	0.6	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B10__M01_8x6b_s917_231fd46200b0	V29_RF__RFV1__PLDNANO_VHH_00866__B_LOWER__H3__B10__M01	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	6	-75.96746000000002	-61.89936000000001	-14.068100000000008	0.5	0.666667
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B07__M00_8x6b_s917_0d63acebcbc8	V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B07__M00	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	9	-60.93669999999999	-70.0865	9.149800000000013	0.6	0.555556
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B07__M02_8x6b_s917_19e5fd69944e	V29_RF__RFV1__PLDNANO_VHH_00874__B_LOWER__H3__B07__M02	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-71.29473000000002	-65.889	-5.40573000000002	0.5	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B05__M01_8x6b_s917_1a25ad45be57	V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B05__M01	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	A	B	B	B	9	10	-72.74775999999999	-55.81698999999999	-16.930769999999995	0.555556	0.5
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B05__M01_9e6y_s917_0cc6318c09ad	V29_RF__RFV1__PLDNANO_VHH_00874__C_CROSS__H3__B05__M01	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	A	10	10	-80.2644	-57.993849999999995	-22.27055	0.6	0.8
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B05__M01_8x6b_s917_1b72afe62cd7	V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B05__M01	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-50.57601000000001	-55.024600000000014	4.448590000000003	0.9	0.6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B10__M02_8x6b_s917_21e6eace9b05	V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B10__M02	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-49.07028	-64.09503000000001	15.024750000000012	0.5	0.6
